"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2158","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2159","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"ASV2160","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"ASV2161","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cladorrhinum","s__bulbillosum"
"ASV2162","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2163","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV2164","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV2165","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__cipronana"
"ASV2166","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Lichtheimiaceae","g__Lichtheimia","s__blakesleeana"
"ASV2167","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV2168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV2169","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2170","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2171","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV2172","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans"
"ASV2173","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Melanocarpus","s__tardus"
"ASV2174","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Sclerostagonospora","s__rosae"
"ASV2175","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma","s__bauhiniae"
"ASV2176","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2177","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia",NA
"ASV2178","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis",NA
"ASV2179","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"ASV2180","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2181","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Liberomyces","s__pistaciae"
"ASV2182","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Bactrodesmium","s__pallidum"
"ASV2183","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2184","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA
"ASV2185","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium",NA
"ASV2186","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella",NA
"ASV2187","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2188","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV2189","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2190","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV2191","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2192","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV2193","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Zopfiella",NA
"ASV2194","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Amesia","s__atrobrunnea"
"ASV2195","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium","s__sphaerosporum"
"ASV2196","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2197","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV2198","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Mycocentrospora","s__acerina"
"ASV2199","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"ASV2200","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Resupinatus",NA
"ASV2201","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__yunnanense"
"ASV2202","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA
"ASV2203","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2204","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2205","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2206","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales",NA,NA,NA
"ASV2207","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2208","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__kratochvilovae"
"ASV2209","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV2210","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Darksidea",NA
"ASV2211","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"ASV2212","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2213","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Aplosporellaceae","g__Aplosporella","s__africana"
"ASV2214","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"ASV2215","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV2216","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Veronaeopsis","s__simplex"
"ASV2217","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae",NA,NA
"ASV2218","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__delicatulum"
"ASV2219","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2220","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV2221","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"ASV2222","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV2223","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2224","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2225","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV2226","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis",NA
"ASV2227","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__karoo"
"ASV2228","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Lecanicillium",NA
"ASV2229","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV2230","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__anguipilium"
"ASV2231","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2232","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV2234","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2235","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2236","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2237","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__nothofagi"
"ASV2238","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2239","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae",NA,NA
"ASV2240","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__terricola"
"ASV2241","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella","s__thermophila"
"ASV2242","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"ASV2243","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__pseudomerdarium"
"ASV2244","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV2245","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2246","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Echinoderma","s__echinaceum"
"ASV2247","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__deospora"
"ASV2248","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2249","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium","s__inaequale"
"ASV2250","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV2251","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Volvariella",NA
"ASV2252","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2253","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2254","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__athyri"
"ASV2255","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2256","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2257","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__paraflava"
"ASV2258","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Acrophialophora","s__levis"
"ASV2259","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Chaetothyrium","s__agathis"
"ASV2260","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2261","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV2262","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans"
"ASV2263","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2264","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2265","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA
"ASV2266","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Myxospora",NA
"ASV2267","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ASV2268","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__saturnisporum"
"ASV2269","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Porotheleaceae","g__Porotheleum",NA
"ASV2270","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__terreus"
"ASV2271","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2272","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina"
"ASV2273","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV2274","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__paraflava"
"ASV2275","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"ASV2276","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"ASV2277","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata"
"ASV2278","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__coprophila"
"ASV2279","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV2280","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2281","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA
"ASV2282","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2283","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV2284","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Verrucoconiothyrium","s__prosopidis"
"ASV2285","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2286","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Pseudophialophora",NA
"ASV2287","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV2288","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__macrospora"
"ASV2289","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ruber"
"ASV2290","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae",NA,NA
"ASV2291","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae",NA,NA
"ASV2292","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA
"ASV2293","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Arthroxylaria",NA
"ASV2294","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2295","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Subramaniula",NA
"ASV2296","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA
"ASV2297","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae",NA,NA
"ASV2298","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2299","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Arthroxylaria",NA
"ASV2300","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2301","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2302","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2303","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeriopsis",NA
"ASV2304","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae",NA,NA
"ASV2305","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Corynascella","s__humicola"
"ASV2306","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2307","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2308","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV2309","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2310","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2311","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae","g__Ambispora","s__appendicula"
"ASV2312","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV2313","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2314","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2315","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella",NA
"ASV2316","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV2317","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Auxarthron","s__pseudauxarthron"
"ASV2318","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__pseudomerdarium"
"ASV2319","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV2320","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV2321","k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV2322","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"ASV2323","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV2324","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__radians"
"ASV2325","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV2326","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV2327","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV2328","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2329","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2330","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Lophotrichus","s__fimeti"
"ASV2331","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__aggressivum"
"ASV2332","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2333","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2334","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV2335","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA
"ASV2336","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"ASV2337","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae","g__Parathyridaria",NA
"ASV2338","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae",NA,NA
"ASV2339","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae","g__Ambispora","s__appendicula"
"ASV2340","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__cypraeaespora"
"ASV2341","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"ASV2342","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2343","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"ASV2344","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"ASV2345","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2346","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Lophotrichus","s__fimeti"
"ASV2347","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota",NA
"ASV2348","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2349","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella",NA
"ASV2350","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2351","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2352","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV2353","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2354","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV2355","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__cubense"
"ASV2356","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV2357","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA
"ASV2358","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2359","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium",NA
"ASV2360","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"ASV2361","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV2362","k__Fungi","p__Ascomycota","c__Laboulbeniomycetes","o__Pyxidiophorales",NA,NA,NA
"ASV2363","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2364","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium",NA
"ASV2365","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV2366","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Clypeosphaeria","s__phillyreae"
"ASV2367","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae",NA,NA
"ASV2368","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita",NA
"ASV2369","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2370","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV2371","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2372","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae",NA,NA
"ASV2373","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2374","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2375","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV2376","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Bactrodesmium","s__pallidum"
"ASV2377","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV2378","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV2379","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Monodictys","s__castaneae"
